120,0,959975,171772
50,0,1011288,255912
79,2,999888,193014
67,0,997784,172132
61,2,1001019,156467
67,0,1003592,176432
41,0,1011370,235889
32,0,1001664,239682
113,0,1044416,183458
47,2,1026323,261252
28,0,998318,231726
77,0,1001196,185003
70,0,994904,167484
73,0,1006587,182075
75,0,1015537,178639
79,0,995342,191876
17,0,991876,214311
113,0,1050964,189413
113,0,1051505,190826
28,0,997995,230064
120,0,951991,171198
77,0,998182,186167
44,0,1007977,246029
44,0,1007977,246029
44,0,1007977,246029
44,0,1007977,246029
104,0,1008657,195934
104,0,1008657,195934
67,0,996921,176967
114,2,1009725,215121
67,0,999809,172040
52,0,1016159,255448
52,0,1016159,255448
40,2,1005170,235308
81,2,1001974,191809
71,0,1000151,180218
71,0,1000151,180218
75,0,1013511,181454
75,0,1013511,181454
106,0,1028292,183162
106,0,1028292,183162
43,0,1018876,241924
60,2,989392,155078
101,0,1052809,159159
75,0,1018612,182165
75,0,1018612,182165
79,0,997771,190216
44,0,1007188,243233
44,0,1007188,243233
44,0,1007188,243233
47,2,1026855,262287
47,2,1026855,262287
52,0,1017542,255919
44,0,1005142,246043
44,0,1005142,246043
75,0,1017141,183798
103,0,1041749,196938
120,0,951804,169922
120,0,951804,169922
47,0,1024017,260152
42,0,1009695,243535
42,0,1009695,243535
105,0,1057466,204039
42,0,1010498,239757
43,0,1018503,238095
43,0,1018503,238095
115,0,1018284,211942
115,0,1018284,211942
83,0,1006965,193571
113,0,1046367,186986
44,0,1006434,244344
75,0,1017141,183798
41,0,1011823,235561
34,0,1004052,249981
34,0,1004052,249981
44,0,1008229,243666
81,0,1007115,188766
73,0,1007015,181056
103,0,1047332,196380
32,0,999174,238490
84,0,988102,193303
79,0,1000869,189184
40,0,1008836,237829
60,2,989722,155597
79,2,1000712,193802
41,0,1013037,236657
109,0,1030911,215211
67,0,1001432,176596
67,0,1001432,176596
105,0,1056186,182755
113,0,1045951,184004
103,0,1040292,191255
67,0,1003469,171347
47,0,1020357,259231
67,0,999390,172259
67,0,1004500,180655
43,0,1021951,242909
88,2,992297,188389
30,0,999202,240750
42,0,1014842,240739
42,0,1014842,240739
113,0,1048505,193453
83,0,1007728,189504
83,0,1007728,189504
83,0,1007728,189504
83,0,1007728,189504
83,0,1007728,189504
83,0,1007728,189504
67,0,998165,174049
40,0,1005760,237459
40,0,1005760,237459
46,0,1010028,249628
46,0,1011779,251282
75,0,1017262,182567
77,0,997769,185912
40,0,1005041,234533
83,0,1008603,191767
23,0,998730,226827
75,0,1012193,182072
79,0,995619,190846
28,0,998334,233662
73,0,1006760,182355
81,0,1005312,190540
46,0,1009041,247401
33,0,999741,243614
40,0,1005294,237197
40,0,1005294,237197
44,0,1008231,242714
28,0,999088,234036
28,0,999088,234036
75,0,1016380,176185
75,0,1016380,176185
47,0,1022722,262502
69,2,1013655,177161
105,0,1057081,184970
105,0,1057081,184970
105,0,1057081,184970
40,0,1008141,234042
79,0,1001326,186947
67,0,1005435,180852
70,0,994576,177427
42,0,1011847,244280
42,0,1011847,244280
71,0,996122,181017
71,0,996122,181017
67,0,997815,176684
71,0,996148,181562
71,0,996148,181562
114,2,999760,214279
90,2,993758,196212
44,0,1009406,246433
67,0,1003469,171347
67,0,1003469,171347
44,0,1006852,239269
44,0,1006852,239269
44,0,1006852,239269
44,0,1006852,239269
49,0,1023727,250043
70,0,993277,176008
113,0,1044877,186003
79,0,999414,193607
40,0,1008096,233595
114,0,1010809,217787
122,0,962856,156444
23,0,1000344,229070
105,0,1053009,182353
103,0,1044950,195558
73,0,1009004,180575
79,0,996866,187543
81,0,1001952,187437
81,0,1006343,186591
